interaction.id,input,output
732216,731932,731999
720255,720107,720111
717677,716502,716486
717677,716502,716833
717677,714443,716502
740325,740299,740300
701631,701460,701458
701631,701374,701460
701626,701495,701494
701626,701406,701495
717339,716335,716336
717339,715416,716335
705434,705297,705345
705434,705345,705370
722683,722681,722600
709136,708918,708920
709136,708878,708918
738181,737759,737650
700759,700715,700738
700759,700612,700715
717060,714862,716413
717060,716413,716414
702263,702072,702236
702263,702156,702072
722424,721927,722088
717416,715925,716584
717416,716584,716865
723105,723042,723021
717492,714694,716359
717492,716359,716833
739027,738971,738989
724709,724643,724642
706803,706702,706665
727408,727235,727236
709147,708930,708911
709147,708879,708930
717503,715975,716453
717503,715756,715975
739517,739495,739485
727108,727046,727094
724262,724136,724098
711687,711598,711599
711687,711566,711598
725222,725088,725096
730665,730660,730629
704834,704717,704815
704834,704815,704820
730295,730233,730195
727334,727320,727318
717499,715971,715972
717499,715754,715971
722411,721969,722291
721236,721044,721166
738076,737745,737738
732257,732015,732022
717616,715945,716059
717616,716059,716671
720551,720388,720384
726389,726303,726352
735781,735738,735749
738192,737949,737932
706830,706707,706665
706830,706706,706665
706830,706698,706707
706830,706698,706706
711880,711784,711744
711880,711744,711740
717310,715311,716178
717310,716178,716692
701181,701086,701117
701181,701077,701086
701181,701077,701112
701181,701112,701117
721173,721141,721124
738050,737954,737656
701803,701696,701734
701803,701734,701735
738080,737703,737905
707225,707033,707114
701886,701838,701840
701886,701813,701838
717362,715441,716213
717362,716213,716214
717317,715339,715948
717317,715948,716174
718888,718808,718802
729529,729304,729296
725254,725181,725166
709784,709713,709717
709784,709658,709713
704696,704417,704432
704696,704583,704417
739309,739290,739286
711172,711044,710896
711172,710896,710923
726972,726816,726812
710089,710070,710069
710089,709948,710070
707192,707100,707193
707192,706992,707100
720839,720818,720812
705021,704856,704984
705021,704984,704985
710097,710060,710062
710097,709989,710060
717297,716389,716568
717297,715281,716389
725511,725389,725395
722431,721912,722232
717399,716933,716095
717399,715531,716933
735282,735216,735231
717257,716482,715998
717257,714577,716482
732252,732180,731904
709632,709567,709597
709632,709597,709596
708021,707912,707949
708021,707912,707950
708021,707949,707926
708021,707950,707926
738687,738604,738675
710831,710785,710708
710831,710708,710744
723073,722989,722988
732472,732410,732429
733173,733139,733073
709003,708878,708898
709003,708898,708896
736241,736221,736146
738040,737550,737656
703897,703828,703830
703897,703754,703828
708363,708297,708291
708363,708328,708297
731077,730870,730911
738090,737736,737937
731268,731141,731137
718915,718824,718828
726928,726751,726750
737473,737288,737289
729734,729690,729696
706096,705993,706039
706096,706039,706038
710534,710469,710470
710534,710499,710469
717162,716566,716026
717162,714996,716566
735885,735850,735801
729778,729711,729710
736604,736537,736536
701188,701077,701110
701188,701110,701111
720543,720487,720422
725816,725791,725744
731807,731746,731739
708992,708904,708903
708992,708878,708904
725969,725954,725954
732190,731959,731950
708574,708480,708509
708574,708509,708508
731702,731302,731303
701683,701661,701676
701683,701676,701678
701683,701676,701680
719477,719474,719467
728184,728146,728105
722712,722534,722575
733044,732895,732893
733192,733110,733112
706532,706424,706382
706532,706382,706383
709197,708950,708956
709197,708939,708950
707973,707949,707926
707973,707950,707926
707973,707916,707949
707973,707916,707950
705423,705339,705338
705423,705245,705339
710826,710754,710708
710826,710708,710744
703692,703650,703646
703692,703569,703650
728503,728384,728402
731061,730833,730862
709131,708902,708924
709131,708877,708902
731053,730891,730930
721301,720953,720940
704685,704537,704424
704685,704424,704425
712169,712091,711905
712169,711905,712051
717072,714868,716525
717072,716525,716524
709443,709385,709392
709443,709383,709385
711883,711821,711756
711883,711756,711753
701570,701477,701475
701570,701383,701477
718523,718325,718425
737281,737153,737231
717464,715717,716149
717464,716149,716150
725557,725372,725332
700923,700898,700905
700923,700898,700870
700923,700820,700898
727833,727671,727786
706734,706707,706665
706734,706706,706665
706734,706698,706707
706734,706698,706706
727606,727519,727528
706461,706429,706365
706461,706433,706429
704397,704356,704359
704397,704302,704356
717670,716892,716893
717670,716886,716892
731100,730967,730944
732189,732040,732064
717228,716009,716012
717228,714707,716009
728534,728382,728500
729484,729457,729324
733862,733757,733756
701240,701086,701100
701240,701074,701086
701240,701074,701096
701240,701096,701100
717552,715498,716376
717552,716376,716377
732501,732331,732352
706792,706661,706660
706792,706668,706661
705570,705548,705536
705570,705521,705548
722948,722922,722803
739310,739298,739282
707998,707949,707926
707998,707950,707926
707998,707913,707949
707998,707913,707950
720197,719846,720085
725823,725766,725791
707377,707308,707307
707377,707339,707308
739520,739451,739458
739319,739209,739256
729475,729359,729428
729504,729320,729300
732195,732027,732023
717150,716255,716256
717150,714690,716255
722697,722619,722631
703389,703263,703304
703389,703304,703303
722455,722171,722147
730824,730724,730725
701170,701059,701115
701170,701115,701114
738093,737737,737925
735306,735249,735259
730493,730436,730457
700203,700126,700125
700203,700081,700126
707218,707151,707132
707218,706968,707151
717099,716688,716659
717099,714902,716688
729136,729070,729027
706116,706055,706054
706116,706076,706055
727101,727008,727094
706513,706427,706366
706513,706349,706427
709448,709377,709391
709448,709391,709390
707983,707912,707949
707983,707912,707950
707983,707949,707926
707983,707950,707926
719532,719375,719404
707374,707334,707309
707374,707309,707308
718710,718602,718608
728849,728780,728725
723762,723586,723685
736251,736233,736168
727146,727046,727090
717439,716112,716123
717439,715682,716112
706318,706275,706268
706318,706169,706275
701919,701833,701834
701919,701810,701833
709041,708886,708931
709041,708931,708930
730283,730245,730217
738573,738503,738553
734187,734043,734089
700189,700059,700121
700189,700121,700129
728159,728064,728087
717119,714937,716569
717119,716569,716833
717119,716569,716559
739678,739577,739567
703019,702896,702895
703019,702775,702896
706623,706448,706362
706623,706411,706448
701263,701089,701090
701263,701077,701089
720326,719839,720126
728048,727885,727882
706531,706383,706372
706531,706423,706383
710430,710344,710406
710430,710406,710408
721194,721108,721078
700442,700421,700402
700442,700362,700421
727160,727090,727042
738811,738701,738708
727804,727769,727795
721334,720921,721166
722745,722681,722589
733445,733402,733418
725006,724938,724940
729755,729622,729623
718573,718387,718389
726626,726526,726442
738432,738343,738347
706829,706707,706665
706829,706706,706665
706829,706698,706707
706829,706698,706706
717431,716115,716120
717431,715671,716115
701248,701094,701095
701248,701067,701094
700446,700374,700408
700446,700408,700431
718551,718498,718493
730806,730738,730758
727432,727296,727296
703544,703488,703490
703544,703490,703439
728162,728082,728146
706819,706702,706665
728521,728374,728500
728190,728106,728146
728190,728105,728146
728190,728104,728106
728190,728104,728105
720301,720165,719890
730091,730028,730024
708564,708504,708396
708564,708425,708504
722416,722358,722296
731064,730833,730973
733437,733407,733408
706103,706032,706029
706103,706032,706031
706103,705970,706032
706470,706426,706346
706470,706349,706426
702985,702883,702940
702985,702650,702883
711485,711482,711480
711485,711430,711482
722975,722888,722893
728554,728427,728433
740794,740719,740729
721646,721547,721427
731029,730833,730922
709416,709395,709396
709416,709375,709395
738871,738712,738766
728929,728859,728861
721213,721087,721075
728546,728450,728500
726243,726112,726133
706735,706702,706665
705713,705703,705704
705713,705688,705703
738435,738411,738406
701160,701059,701091
701160,701059,701086
701160,701091,701093
701160,701086,701093
720501,720441,720357
727563,727497,727449
710329,710315,710298
710329,710298,710300
725528,725402,725450
709058,708918,708920
709058,708878,708918
704848,704783,704807
704848,704807,704804
717285,714645,716441
717285,716441,716053
710439,710408,710406
710439,710369,710408
738839,738796,738766
738694,738651,738623
712151,712073,712069
712151,711946,712073
727627,727466,727468
717485,716550,716551
717485,715742,716550
720336,720136,720126
704675,704415,704419
704675,704509,704415
739199,739171,739188
724909,724805,724854
709435,709374,709359
709435,709398,709374
729783,729599,729720
735893,735844,735875
710332,710316,710290
710332,710290,710293
735777,735716,735671
709051,708905,708904
709051,708878,708905
710442,710370,710406
710442,710406,710405
709020,708920,708919
709020,708973,708920
706108,705976,706027
706108,705976,706034
706108,706027,706033
706108,706027,706032
706108,706034,706033
706108,706034,706032
718562,718409,718417
712155,711947,712080
712155,712080,712083
701164,701059,701114
701164,701114,701113
729926,729862,729853
708841,708774,708780
708841,708780,708820
703554,703525,703509
703554,703509,703527
725278,725220,725061
709017,708902,708925
709017,708973,708902
724731,724624,724659
738183,737760,737766
706333,706143,706290
706333,706290,706269
722436,721900,722224
729467,729369,729456
705408,705330,705329
705408,705261,705330
707999,707912,707949
707999,707912,707950
707999,707949,707926
707999,707950,707926
720560,720480,720475
706458,706383,706380
706458,706449,706380
706458,706344,706383
706458,706344,706449
706481,706390,706357
706481,706357,706356
719533,719376,719409
725962,725872,725838
720353,720079,720111
736714,736661,736662
709929,709830,709893
709929,709893,709892
705952,705937,705941
705952,705932,705937
718906,718823,718824
719518,719474,719436
727436,727226,727226
728148,728087,728059
729727,729660,729677
722690,722569,722595
718905,718821,718835
731039,730833,730968
731066,730835,730973
732469,732412,732465
725243,725074,725209
739034,738989,738914
706304,706291,706271
706304,706129,706291
709022,708920,708919
709022,708878,708920
701511,701384,701466
701511,701466,701463
739108,739064,739066
707895,707785,707840
707895,707840,707841
735896,735838,735871
710328,710292,710293
710328,710283,710292
731019,730836,730834
719527,719474,719442
701294,701068,701086
701294,701068,701087
701294,701086,701088
701294,701087,701088
729538,729291,729322
720852,720715,720634
707238,707077,707133
707238,707133,707132
733183,733164,733074
729925,729814,729897
738430,738347,738352
717508,715957,716372
717508,715473,715957
717530,714912,716682
717530,716682,716461
717284,716053,715979
717284,714645,716053
710680,710617,710618
710680,710645,710617
717231,716005,716008
717231,716690,716005
725008,724940,724943
709010,708904,708903
709010,708884,708904
735889,735844,735860
706810,706707,706665
706810,706706,706665
706810,706698,706707
706810,706698,706706
737278,737194,737153
728168,728083,728087
710864,710785,710708
710864,710708,710744
728541,728373,728371
727149,727046,727072
703048,702776,702921
703048,702921,702929
728812,728724,728728
709406,709393,709368
709406,709375,709393
720536,720487,720355
718564,718417,718408
738698,738666,738643
729757,729722,729585
724859,724849,724835
733432,733405,733402
704177,704172,704171
704177,704117,704172
722435,721901,721951
739960,739907,739865
719490,719474,719439
730804,730718,730793
720221,720127,720158
705018,704863,704987
705018,704987,704986
717255,714577,716463
717255,716463,716504
721628,721563,721601
732478,732302,732380
709409,709393,709368
709409,709375,709393
734180,734057,734028
708362,708309,708298
708362,708298,708299
701158,701091,701093
701158,701086,701093
701158,701073,701091
701158,701073,701086
726181,726108,726178
700444,700371,700421
700444,700421,700425
727853,727710,727758
739315,739263,739264
709411,709367,709366
709411,709377,709367
738072,737671,737674
728149,728059,728066
708996,708920,708919
708996,708973,708920
706313,706288,706269
706313,706129,706288
728169,728083,728059
709419,709398,709395
709419,709395,709357
720877,720775,720592
732503,732341,732304
738870,738708,738766
706525,706436,706372
706525,706372,706371
712127,711893,712090
712127,711946,711893
700198,700125,700127
700198,700081,700125
717417,715617,716585
717417,716585,716108
701242,701068,701086
701242,701068,701096
701242,701086,701100
701242,701096,701100
721208,721091,721076
738689,738633,738646
719516,719474,719439
720226,720127,720131
720193,719926,719920
705402,705324,705303
705402,705228,705324
701231,701098,701097
701231,701045,701098
732198,731963,731910
728930,728860,728863
717632,713444,716792
717632,716787,713444
703548,703509,703515
703548,703509,703491
703548,703514,703509
701557,701451,701472
701557,701472,701471
729489,729464,729325
710335,710290,710324
710335,710282,710290
717533,714539,715987
717533,715987,716428
717207,715023,716315
717207,716315,716317
726924,726711,726902
738809,738706,738712
710537,710481,710482
710537,710504,710481
702245,702106,702230
702245,702150,702106
717473,716158,716159
717473,715719,716158
717586,716915,716918
717586,714549,716915
708658,708648,708610
708658,708616,708648
726938,726670,726886
703104,702884,702899
703104,702654,702884
707976,707915,707949
707976,707915,707950
707976,707949,707926
707976,707950,707926
725533,725400,725395
711667,711604,711605
711667,711510,711604
731266,731214,731165
739670,739565,739561
710833,710752,710708
710833,710708,710769
709036,708886,708931
709036,708931,708930
709457,709374,709359
709457,709384,709374
739671,739565,739560
708571,708504,708517
708571,708457,708504
732526,732267,732460
717614,716667,716681
717614,715929,716667
703704,703646,703650
703704,703667,703650
703704,703591,703646
703704,703591,703667
701596,701384,701482
701596,701482,701484
728339,728219,728215
728588,728480,728425
712181,712073,712071
712181,711946,712073
732874,732815,732809
710273,710255,710234
710273,710234,710269
703050,702922,702921
703050,702778,702922
705660,705610,705616
705660,705616,705617
738866,738713,738791
711490,711482,711483
711490,711421,711482
729503,729315,729380
732885,732736,732735
708844,708778,708775
708844,708742,708778
720332,720044,720121
727097,727008,727094
732210,732017,732012
729545,729315,729301
722943,722828,722816
711487,711482,711480
711487,711432,711482
731083,730875,730848
735780,735739,735738
710573,710550,710551
710573,710552,710550
701206,701108,701107
701206,701073,701108
729781,729678,729713
726384,726325,726263
717175,716282,716283
717175,715009,716282
736242,736146,736211
728937,728895,728901
708276,708177,708217
708276,708217,708218
724718,724675,724668
703695,703571,703635
703695,703635,703641
720323,719894,719920
722700,722583,722584
708986,708902,708925
708986,708884,708902
701798,701732,701733
701798,701720,701732
706316,706165,706275
706316,706275,706273
727857,727705,727649
729470,729364,729455
735010,734787,734958
721183,721127,721118
725966,725838,725834
728550,728440,728447
725281,725175,725218
720334,720041,720058
737994,737591,737550
722709,722579,722531
708578,708508,708510
708578,708482,708508
738098,737738,737925
701780,701716,701712
701780,701687,701716
736384,736370,736370
736384,736370,736322
736384,736370,736362
729147,728995,729005
731253,731209,731195
717418,715621,716585
717418,716585,716586
729918,729876,729870
732191,731959,731969
716961,716838,713432
716961,715891,716838
706334,706144,706279
706334,706279,706269
712189,711946,712057
712189,712057,712064
717559,716403,716535
717559,714495,716403
712352,712271,712243
712352,712243,712242
721331,720922,721166
735310,735248,735244
720257,720078,720063
727609,727519,727531
707967,707912,707949
707967,707912,707950
707967,707949,707926
707967,707950,707926
700323,700278,700275
700323,700248,700278
725817,725791,725735
703876,703796,703791
703876,703740,703796
700204,700126,700125
700204,700093,700126
727838,727764,727768
721210,721089,721076
735289,735260,735263
709196,708950,708956
709196,708939,708950
728185,728105,728120
720546,720487,720422
739117,739084,739104
717058,716001,716002
717058,715923,716001
735019,734988,734943
712486,712418,712397
712486,712383,712418
735882,735837,735799
733868,733797,733792
729914,729832,729820
732236,732044,732004
729496,729323,729316
722750,722681,722640
707384,707333,707314
707384,707314,707313
732471,732432,732455
705025,704863,704947
705025,704947,704976
723106,723042,723022
717657,716868,716869
717657,716856,716868
706474,706353,706352
706474,706376,706353
736004,735976,735971
708030,707946,707930
708030,707946,707947
708030,707930,707934
708030,707947,707934
722420,721940,722282
717404,715591,716100
717404,716100,716102
731051,730891,730875
710580,710546,710550
710580,710552,710546
728941,728853,728852
735316,735257,735243
722413,722361,722302
700207,700122,700126
700207,700092,700122
700185,700136,700138
700185,700037,700136
700185,700037,700139
700185,700139,700138
720502,720438,720487
730476,730396,730359
730476,730396,730347
730476,730359,730474
730476,730347,730474
722695,722619,722635
731275,731197,731194
720295,720026,720027
708865,708812,708821
708865,708797,708812
733446,733409,733418
707379,707338,707300
707379,707300,707299
729784,729720,729639
725565,725308,725294
728526,728448,728450
706750,706707,706665
706750,706706,706665
706750,706698,706707
706750,706698,706706
700764,700738,700731
700764,700642,700738
708589,708512,708513
708589,708503,708512
717490,716546,716552
717490,715744,716546
730816,730758,730724
719517,719474,719387
731878,731860,731811
701271,701086,701088
701271,701071,701086
701271,701071,701087
701271,701087,701088
721320,720925,721166
728174,728080,728146
736577,736424,736438
700195,700140,700127
700195,700073,700140
701633,701451,701466
701633,701466,701463
706835,706707,706665
706835,706706,706665
706835,706698,706707
706835,706698,706706
739017,738999,738971
723759,723725,723719
700761,700623,700713
700761,700713,700738
711171,711035,710923
711171,710923,710925
726369,726337,726255
729770,729653,729572
724285,724030,724042
701238,701077,701100
701238,701100,701099
728041,727865,727880
706111,706065,706039
706111,706039,706038
711670,711596,711597
711670,711519,711596
735196,735042,735180
710454,710405,710427
710454,710343,710405
720555,720407,720356
703360,703302,703301
703360,703302,703348
703360,703168,703302
718881,718788,718785
738585,738511,738512
731862,731828,731831
707387,707315,707314
707387,707325,707315
701885,701812,701832
701885,701832,701835
726380,726351,726346
730083,730057,729982
735755,735650,735643
721341,720915,721166
731871,731829,731839
718718,718620,718618
716977,716608,716611
716977,714734,716608
701652,701487,701489
701652,701406,701487
722454,722172,722158
738443,738360,738379
720262,720070,720057
703418,703263,703304
703418,703304,703303
729522,729427,729301
734019,733898,733961
709426,709374,709359
709426,709379,709374
709080,708879,708905
709080,708905,708904
701278,701072,701085
701278,701085,701086
704702,704600,704465
704702,704600,704466
704702,704465,704467
704702,704466,704467
720238,719892,719890
729516,729403,729402
703894,703800,703731
703894,703731,703729
709631,709606,709599
709631,709547,709606
732722,732637,732649
725226,725195,725205
726933,726649,726748
726977,726898,726897
704691,704552,704461
704691,704461,704475
708281,708228,708224
708281,708224,708206
704053,703979,704011
704053,704011,704012
733061,732948,732990
706757,706707,706665
706757,706706,706665
706757,706698,706707
706757,706698,706706
733426,733400,733417
731876,731812,731841
717051,714841,715958
717051,715958,716003
717051,715958,716038
732253,732033,732023
740660,740597,740646
724864,724836,724854
709336,709298,709312
709336,709311,709298
728027,727994,727978
703356,703306,703336
703356,703306,703304
703356,703160,703306
703356,703160,703303
703356,703303,703336
703356,703303,703304
705431,705245,705359
705431,705359,705358
717349,715422,716495
717349,716495,716203
703380,703311,703334
703380,703225,703311
738574,738509,738550
717497,716351,716352
717497,715742,716351
729151,729012,729027
733290,733234,733233
725728,725644,725661
709118,708903,708901
709118,708973,708903
709934,709902,709899
709934,709859,709902
738032,737715,737725
712492,712430,712411
712492,712393,712430
717065,716523,716522
717065,714557,716523
727112,727044,727094
701357,701310,701320
701357,701316,701320
701357,701308,701310
701357,701308,701316
729765,729585,729589
703386,703263,703304
703386,703304,703303
703719,703650,703660
703719,703569,703650
707394,707316,707315
707394,707324,707316
738091,737736,737705
733175,733147,733159
717577,715996,716013
717577,715996,713448
717577,716015,716013
717577,716015,713448
717577,715050,715996
717577,715050,716015
725989,725883,725844
710846,710708,710769
710846,710779,710708
708254,708085,708203
708254,708203,708221
738184,737828,737777
707185,707097,707098
707185,706948,707097
728583,728492,728426
717084,716773,716851
717084,714887,716773
729494,729427,729319
709145,708930,708907
709145,708940,708930
721240,721040,721025
724878,724823,724788
711175,710919,710920
711175,711055,710919
731092,730834,730852
736237,736119,736118
707228,707119,707099
707228,707044,707119
706102,706082,706032
706102,706032,706029
706102,706032,706031
727338,727262,727323
735301,735215,735209
711679,711497,711575
711679,711575,711576
703406,703335,703337
703406,703281,703335
711261,711183,711212
711261,711182,711212
711261,711209,711183
711261,711209,711182
733870,733796,733803
708565,708504,708396
708565,708437,708504
702303,702088,702091
702303,702172,702088
707881,707847,707848
707881,707761,707847
736392,736361,736271
725252,725210,725181
727325,727249,727250
708369,708290,708303
708369,708321,708290
722955,722922,722855
726941,726866,726872
706714,706669,706665
706714,706665,706658
710822,710754,710708
710822,710708,710744
728539,728371,728385
720187,720007,719946
703041,702774,702929
703041,702929,702930
717092,716419,716772
717092,714567,716419
729754,729615,729599
709102,708902,708898
709102,708879,708902
709137,708879,708918
709137,708918,708920
722425,721926,722223
722714,722495,722681
722714,722496,722681
722714,722681,722495
722714,722681,722496
722714,722681,722498
722714,722681,722497
722714,722681,722500
722714,722681,722499
722714,722498,722681
722714,722497,722681
722714,722500,722681
722714,722499,722681
709433,709374,709359
709433,709379,709374
702289,702156,702112
702289,702112,702231
726235,726166,726065
739025,739013,739008
701362,701309,701319
701362,701319,701318
706749,706707,706665
706749,706706,706665
706749,706698,706707
706749,706698,706706
730282,730195,730245
729140,728975,728965
700908,700889,700870
700908,700889,700903
700908,700786,700889
728714,728671,728634
706806,706705,706664
728822,728741,728810
719481,719474,719452
701563,701451,701472
701563,701472,701471
728333,728231,728229
721191,721111,721080
735773,735677,735675
725234,725070,725080
700186,700044,700131
700186,700131,700134
733522,733473,733474
740324,740313,740314
707348,707321,707312
707348,707345,707321
706720,706665,706666
706720,706671,706665
723750,723632,723679
731706,731686,731670
720230,719900,719920
728591,728480,728426
738005,737621,737615
726908,726723,726710
730276,730251,730211
712481,712384,712422
712481,712422,712396
720493,720467,720364
729735,729678,729683
731247,731176,731203
718711,718602,718607
724509,724350,724354
727135,727044,727094
723092,723042,723031
717081,714495,716535
717081,716535,716002
701224,701101,701102
701224,701069,701101
701232,701077,701099
701232,701099,701098
728003,727993,727999
712170,711946,711905
712170,711905,712049
720525,720487,720411
728820,728777,728738
705823,705803,705802
705823,705771,705803
706740,706658,706657
706740,706670,706658
710591,710546,710550
710591,710552,710546
728154,728064,728071
736596,736510,736515
706814,706707,706665
706814,706706,706665
706814,706698,706707
706814,706698,706706
728517,728439,728500
730529,730338,730338
701165,701072,701114
701165,701114,701113
704182,704149,704151
704182,704151,704152
732542,732265,732447
704043,703994,703993
704043,703941,703994
720271,720058,720043
701268,701089,701088
701268,701077,701089
728342,728267,728279
727553,727468,727532
719534,719376,719409
717465,716150,716151
717465,715591,716150
726612,726498,726504
701550,701466,701463
701550,701406,701466
732729,732648,732683
703901,703761,703809
703901,703809,703826
717103,716763,716764
717103,716762,716763
723349,723315,723314
735757,735699,735721
701187,701059,701110
701187,701110,701111
728719,728642,728634
705397,705228,705345
705397,705345,705349
717366,715433,716333
717366,716333,716332
723740,723690,723694
709007,708878,708898
709007,708898,708896
710605,710599,710596
710605,710594,710599
727801,727649,727649
732700,732575,732552
721640,721592,721578
705060,704875,704962
705060,704962,704959
720307,720164,719890
701260,701045,701090
701260,701090,701091
726619,726579,726499
736013,735907,735952
721175,721141,721123
711165,711088,710951
711165,710951,710965
701534,701382,701465
701534,701465,701462
718869,718787,718790
725259,725188,725203
701882,701828,701846
701882,701810,701828
717672,716872,716895
717672,716895,716896
721609,721366,721458
717468,716153,716154
717468,715712,716153
708541,708407,708403
708541,708377,708407
706126,706084,706043
706126,706043,706044
706126,706043,706031
717640,714524,716318
717640,716318,716513
704077,703955,704011
704077,704011,704012
735625,735589,735590
708855,708747,708813
708855,708813,708775
730268,730132,730215
701137,701086,701109
701137,701077,701086
701137,701077,701105
701137,701105,701109
733045,732895,732892
738053,737954,737944
720309,720127,720126
710687,710629,710627
710687,710667,710629
733612,733582,733581
705066,704972,704974
705066,704856,704972
709423,709374,709372
709423,709375,709374
739951,739849,739844
722466,721859,722113
738815,738791,738800
709780,709720,709721
709780,709658,709720
706327,706269,706253
706327,706135,706269
717022,716499,716397
717022,714783,716499
732483,732460,732428
728183,728146,728136
700921,700898,700905
700921,700898,700870
700921,700820,700898
707197,706964,707166
707197,707166,707153
711684,711559,711571
711684,711571,711568
721645,721426,721547
738569,738453,738497
708580,708504,708519
708580,708461,708504
740007,739982,739983
726188,726107,726044
737488,737361,737330
723097,723067,723042
712111,711946,711930
712111,711930,711948
731033,730902,730906
711682,711569,711570
711682,711554,711569
722490,721903,722251
711882,711755,711752
711882,711784,711755
727140,727028,727094
706729,706707,706665
706729,706706,706665
706729,706698,706707
706729,706698,706706
731026,730837,730865
704686,704551,704414
704686,704414,704442
721313,720928,721166
702277,702113,702114
702277,702156,702113
731258,731165,731191
701589,701417,701480
701589,701480,701485
731282,731234,731191
734009,733986,733997
711884,711784,711745
711884,711745,711741
723113,723042,723059
707356,707322,707317
707356,707317,707316
717354,716211,716202
717354,715427,716211
700214,700130,700166
700214,700058,700130
724702,724662,724659
734007,733911,733910
729740,729698,729678
708256,708187,708209
708256,708116,708187
717661,716876,716879
717661,716871,716876
726237,726167,726133
726229,726165,726046
726915,726664,726904
726915,726649,726904
726915,726738,726664
726915,726738,726649
707738,707649,707701
707738,707701,707696
720212,720169,720031
726906,726729,726711
704047,703946,704016
704047,704016,704017
726230,726064,726066
710568,710550,710551
710568,710552,710550
718532,718346,718347
724274,724010,724037
730608,730538,730539
722473,722079,722055
707730,707619,707694
707730,707694,707710
707730,707694,707695
717101,716042,716046
717101,714903,716042
717132,716234,716233
717132,714508,716234
705714,705703,705704
705714,705684,705703
706746,706676,706665
706746,706665,706661
735005,734969,734978
703152,703112,703144
703152,703134,703112
722957,722814,722797
717333,716337,716174
717333,715395,716337
739535,739503,739499
706089,706083,706043
706089,706043,706044
706089,706043,706031
723128,723039,723040
740796,740763,740730
727353,727323,727243
739668,739559,739561
701285,701071,701092
701285,701071,701082
701285,701092,701087
701285,701082,701087
730667,730635,730630
723785,723559,723673
734185,734148,734091
730827,730745,730700
702265,702229,702227
702265,702156,702229
739524,739450,739513
716987,716562,716362
716987,714748,716562
727399,727178,727323
727399,727256,727323
727399,727253,727178
727399,727253,727256
720567,720462,720376
738015,737627,737615
730258,730102,730107
709038,708931,708930
709038,708885,708931
728514,728439,728500
738593,738545,738546
717202,716305,716304
717202,715018,716305
722418,721960,722286
712130,712004,711990
712130,712004,711988
712130,711946,712004
728568,728385,728496
710095,709976,710079
710095,710079,710078
712168,711946,711905
712168,711905,712051
701920,701823,701873
701920,701873,701836
720523,720487,720400
717403,716101,716100
717403,715587,716101
723777,723542,723663
701540,701375,701466
701540,701466,701463
705416,705228,705325
705416,705325,705318
727595,727532,727532
722445,722180,722215
727336,727323,727234
728839,728775,728724
708553,708504,708395
708553,708452,708504
710460,710419,710425
710460,710383,710419
731704,731309,731312
704698,704590,704418
704698,704418,704460
712137,712004,711991
712137,711946,712004
708871,708807,708813
708871,708813,708814
709220,708964,708965
709220,708881,708964
709468,709393,709368
709468,709375,709393
700436,700412,700413
700436,700347,700412
727827,727648,727633
727846,727683,727694
702984,702885,702883
702984,702882,702883
702984,702649,702885
702984,702649,702882
702333,702204,702137
702333,702137,702138
733428,733417,733412
704408,704343,704386
704408,704386,704376
740650,740589,740588
708543,708504,708405
708543,708426,708504
728571,728385,728454
708559,708504,708396
708559,708437,708504
729469,729367,729456
738114,737958,737896
702314,702166,702232
702314,702232,702231
717668,716890,716891
717668,716884,716890
727119,727028,727094
723738,723621,723655
720217,720119,720121
735883,735844,735800
739050,739015,738888
701349,701303,701327
701349,701327,701326
728033,727880,727880
717010,716555,716010
717010,715878,716555
717516,714666,716270
717516,716270,716253
735633,735573,735572
717348,716203,716050
717348,715422,716203
723733,723508,723570
720842,720775,720687
730805,730738,730776
704401,704346,704347
704401,704311,704346
725974,725856,725855
711491,711478,711479
711491,711450,711478
737491,737443,737411
702321,702204,702121
702321,702121,702122
725263,725168,725175
718527,718348,718349
738130,737761,737954
703006,702943,702894
703006,702739,702943
700775,700708,700726
700775,700708,700721
700775,700684,700708
708582,708514,708512
708582,708493,708514
735779,735746,735675
717649,714515,712511
717649,712511,716821
722926,722779,722775
710153,710141,710143
710153,710124,710141
739935,739884,739892
709162,708939,708929
709162,708929,708928
735294,735199,735213
704057,704017,703915
704057,703916,703915
704057,703911,704017
704057,703911,703916
736400,736284,736285
727367,727226,727226
718546,718427,718500
704091,703987,704011
704091,704011,704012
710677,710645,710615
710677,710615,710617
722452,721889,722182
709150,708930,708911
709150,708884,708930
723790,723674,723512
706516,706368,706425
706516,706413,706368
728688,728601,728605
738837,738743,738796
706121,706032,706029
706121,706032,706031
706121,706083,706032
701594,701451,701482
701594,701482,701484
728025,727887,727885
735556,735465,735525
718730,718660,718659
739927,739873,739860
706104,706032,706029
706104,706032,706031
706104,706083,706032
709175,708935,708934
709175,708934,708933
735764,735682,735676
717332,716338,716337
717332,715825,716338
704665,704479,704438
704665,704438,704433
701532,701405,701460
701532,701405,701501
701532,701460,701464
701532,701460,701462
701532,701501,701464
701532,701501,701462
717156,716263,716264
717156,714690,716263
724279,724028,724010
735768,735728,735661
709461,709374,709359
709461,709382,709374
729746,729678,729677
703074,702932,702899
703074,702855,702932
716954,716915,716916
716954,716909,716915
723789,723674,723673
704411,704345,704388
704411,704388,704351
706521,706420,706522
706521,706420,706371
706521,706522,706370
706521,706371,706370
738857,738782,738787
712126,711946,711991
712126,711991,711989
733306,733266,733261
717258,715228,716504
717258,716504,715998
