node_name,node_type
PAFAH2,protein
CASP9,protein
RXRG,protein
PDCD1,protein
PRODH,protein
"(25S)-3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA",compound
ATP5O,protein
SGSH,protein
alpha-D-Glucose,compound
"6-Phospho-D-glucono-1,5-lactone",compound
GNG13,protein
Glucuronic acid,compound
PIK3R3,protein
PRKAG3,protein
HCK,protein
HDAC1,protein
PNP,protein
COL4A1,protein
PLA2G12B,protein
fm_706194,protein
GYS1,protein
GYS2,protein
LARS,protein
RHOG,protein
MAPKAPK3,protein
BAAT,protein
fm_708888,protein
HLA-DQA1,protein
,complex
SRF,protein
ELK4,protein
Ribose 5-phosphate,compound
C7,protein
SMPD1,protein
PIK3R5,protein
KIR2DL1,protein
PI4K2A,protein
,compound
UBE2I,protein
CASP3,protein
EPHA4,protein
fm_727172,protein
CD8A,protein
E2F1,protein
CCNA1,protein
NFATC1,protein
PIGB,protein
Acetoacetic acid,compound
fm_708146,protein
C3,protein
COL5A1,protein
fm_727707,protein
ACTG1,protein
ACTB,protein
ADH6,protein
IFNA13,protein
S-Acetyldihydrolipoamide-E,compound
3beta-Hydroxyandrost-5-en-17-one 3-sulfate,compound
,compound
JMJD7-PLA2G4B,protein
CDC42,protein
NDUFA4,protein
fm_716693,protein
PIP5K1B,protein
PIP5K1C,protein
PIP5KL1,protein
INPP5E,protein
PIP5K1A,protein
PRKCG,protein
NAE1,protein
CDK4,protein
NFKB1,protein
OXSM,protein
fm_738891,protein
TCF7,protein
TCF7L1,protein
LEF1,protein
ALOX15,protein
,compound
fm_705927,protein
GLUD1,protein
RUNX1T1,protein
CTTN,protein
PNN,protein
methylmorphinan-6-ol,compound
TP53,protein
VANGL1,protein
Thiamin pyrophosphate,compound
PIK3CB,protein
fm_714685,protein
ANPEP,protein
LAP3,protein
ENO3,protein
COX10,protein
Lysophosphatidate,compound
fm_721987,protein
THRA,protein
CASP8,protein
Cyclic AMP,compound
TMEM173,protein
IL4I1,protein
IL1B,protein
GOT1,protein
,protein
DKK4,protein
fm_721741,protein
PIP5K1B,protein
fm_730385,protein
PRKACA,protein
fm_700343,protein
PRPS1,protein
fm_728617,protein
CCL13,protein
CCL2,protein
CCL7,protein
CCL11,protein
LCAT,protein
"(25S)-3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-oyl-CoA",compound
U2AF1,protein
ARHGEF1,protein
Cerebroside 3-sulfate,compound
LAMA2,protein
Stachyose,compound
CARD11,protein
fm_710757,protein
RDH12,protein
RDH8,protein
NKD2,protein
NRAS,protein
PFN1,protein
fm_700813,protein
HKDC1,protein
HK1,protein
TRAF6,protein
PRDX6,protein
ARHGEF2,protein
,compound
FIGF,protein
INPP5K,protein
fm_724767,protein
NFKB1,protein
PRKCG,protein
GH1,protein
N-Acylsphingosine,compound
CACNA1D,protein
COX3,protein
fm_737783,protein
EPAS1,protein
HIF1A,protein
NCBP2,protein
CYP2C18,protein
PPP3R1,protein
COMT,protein
CFL1,protein
fm_714499,protein
HIBADH,protein
VPS28,protein
PLCZ1,protein
fm_725288,protein
NFATC4,protein
NFATC1,protein
NFAT5,protein
ACSM4,protein
DNAJA2,protein
fm_730025,protein
SOS1,protein
WHSC1L1,protein
RBKS,protein
CASP8,protein
FZD7,protein
GNRH2,protein
fm_722998,protein
CCNE2,protein
CCNE1,protein
DYNC1LI2,protein
PIK3CB,protein
RALA,protein
GGT6,protein
IRS2,protein
IRF7,protein
CASP3,protein
TGFB3,protein
ITGA7,protein
,compound
THBS1,protein
EIF3B,protein
fm_732462,protein
FLOT2,protein
FLOT1,protein
DUSP16,protein
WASL,protein
"1-Nitro-5,6-dihydroxy-dihydronaphthalene",compound
beta-D-Glucose 6-phosphate,compound
PLA2G12B,protein
fm_729381,protein
MAPK1,protein
MAPK3,protein
AXIN2,protein
MOS,protein
MYD88,protein
fm_716936,protein
PIK3CG,protein
XTP,compound
Palmitoyl-CoA,compound
PIK3R1,protein
MGAT4B,protein
fm_726034,protein
ABLIM1,protein
Calcium,compound
LCT,protein
fm_739353,protein
E2F3,protein
IDH3B,protein
ACTN2,protein
RRAS2,protein
2-Hydroxy-3-phenylpropenoate,compound
UPF3A,protein
fm_727690,protein
CTNNA1,protein
CTNNA3,protein
COL4A1,protein
PAK1,protein
PARVA,protein
CCR6,protein
MAPK3,protein
TAP1,protein
IL4I1,protein
CCR2,protein
LOC100133583,protein
,compound
,compound
ARHGAP5,protein
CASP8,protein
CTNNB1,protein
1-beta-D-Glucopyranosyl-4-D-glucopyranose,compound
RAB11FIP4,protein
,compound
UAP1,protein
Guanosine 5&,compound
,protein
COQ3,protein
NMNAT3,protein
fm_738722,protein
CAMK2G,protein
CAMK2D,protein
FBXW11,protein
fm_729098,protein
IFNA17,protein
IL24,protein
IL22,protein
IFNA21,protein
IFNE,protein
IFNA5,protein
IFNA10,protein
IFNA13,protein
IFNW1,protein
IFNA1,protein
IL26,protein
IFNB1,protein
IFNA8,protein
IL29,protein
IL28A,protein
IFNA6,protein
3-Acetoacetyl-CoA,compound
LEF1,protein
ATP1A4,protein
CEL,protein
ALPI,protein
fm_720137,protein
HSPA8,protein
HSPA1L,protein
fm_733759,protein
ATP2B3,protein
ATP2B4,protein
(9Z)-Octadecenoic acid,compound
PLA2G5,protein
RAF1,protein
fm_709399,protein
ST8SIA5,protein
Malonyl coenzyme A,compound
"1D-myo-Inositol 1,3,4,5-tetrakisphosphate",compound
GAB1,protein
RHOG,protein
fm_738480,protein
RELA,protein
NFKB1,protein
COL4A6,protein
PIK3R5,protein
PCCB,protein
DCTD,protein
PTDSS1,protein
fm_721914,compound
,compound
,compound
PANK4,protein
IFNA17,protein
PLCB4,protein
PRKACA,protein
Leukotriene C4,compound
COX6B2,protein
fm_709352,protein
HEXA,protein
HEXB,protein
HRH1,protein
MAP2K7,protein
RAP1A,protein
Tryptamine,compound
fm_732847,protein
PIK3CA,protein
PIK3R2,protein
PIK3CD,protein
PIK3R5,protein
PIK3R1,protein
PIK3CB,protein
MAP3K7,protein
BIRC3,protein
fm_704593,protein
ALDH3A2,protein
ALDH1B1,protein
ALDH7A1,protein
SDHD,protein
ALDH18A1,protein
WNT8B,protein
N-Acetylserotonin,compound
CHDH,protein
fm_712662,protein
,protein
,protein
PTK2,protein
,protein
RASGRP3,protein
ITGB3,protein
fm_722148,protein
LPAR3,protein
LPAR4,protein
CLDN15,protein
Kendall&,compound
(S)-3-Hydroxydecanoyl-CoA,compound
Calcium,compound
fm_701305,protein
ACAA2,protein
fm_730222,protein
PIP5K1A,protein
PIP5K1C,protein
Phosphatidic acid,compound
fm_734922,protein
GRIN2B,protein
GRIN2A,protein
DHCR24,protein
UGT1A7,protein
"5alpha-Pregnane-3,20-dione",compound
GUCY2C,protein
FCGR2B,protein
HSD17B10,protein
FPR1,protein
fm_716724,protein
IMPA2,protein
IMPA1,protein
JUP,protein
fm_715503,protein
CYP2A7,protein
CYP2A13,protein
fm_732908,protein
CALM3,protein
CALM2,protein
CALML3,protein
CALML5,protein
TRAF6,protein
PLA2G6,protein
SULT1A3,protein
CDKN2B,protein
CYP11B1,protein
fm_728388,protein
IFNA8,protein
IFNA1,protein
IFNA4,protein
IFNA5,protein
IFNA16,protein
IFNA14,protein
IFNA21,protein
IFNA17,protein
IFNA7,protein
IFNA6,protein
HPD,protein
fm_725309,protein
CAMK2B,protein
CAMK2G,protein
CAMK2A,protein
Dodecanoyl-[acyl-carrier protein],compound
RAB5A,protein
EPHA6,protein
fm_709544,protein
ACSS2,protein
CYP4A11,protein
"1,7-Dimethyluric acid",compound
LTC4S,protein
PTPN6,protein
ITGAV,protein
TUBA8,protein
CTNNB1,protein
CXCR5,protein
trans-Tetradec-2-enoyl-[acyl-carrier protein],compound
Guanosine,compound
fm_737816,protein
MECOM,protein
,compound
CACNB4,protein
AKR1A1,protein
fm_728474,protein
MAP2K4,protein
MAP2K7,protein
OLR1,protein
AKR1C4,protein
PLA2G4A,protein
fm_739845,protein
AKT1,protein
AKT3,protein
CLTCL1,protein
CA2,protein
fm_706441,protein
TUSC3,protein
RPN1,protein
RPN2,protein
fm_705778,protein
GGT5,protein
GGT7,protein
PRKCA,protein
Morphine-6-glucuronide,compound
PNPO,protein
CRB3,protein
1-Methyl-4-imidazoleacetic acid,compound
3-Oxododecanoyl-[acyl-carrier protein],compound
ALDH3A1,protein
NOS3,protein
NMBR,protein
STAT3,protein
ITGA3,protein
3-O-alpha-D-Galactosyl-1D-myo-inositol,compound
fm_739774,protein
TRAF5,protein
TRAF3,protein
TRAF2,protein
TRAF4,protein
YWHAB,protein
IPPK,protein
TSHB,protein
MAPK9,protein
fm_718646,protein
PAPOLG,protein
fm_722637,protein
CCNE1,protein
DUSP2,protein
RPIA,protein
ARPC3,protein
1-Methylnicotinamide,compound
,compound
B3GALNT1,protein
fm_737396,protein
MAPK12,protein
MAPK11,protein
MAPK14,protein
,compound
TANK,protein
"2-Phenyl-1,3-propanediol monocarbamate",compound
CREBBP,protein
COX7B,protein
UGT2B17,protein
SRM,protein
MOGS,protein
Cytochrome c,compound
UQCRH,protein
TTK,protein
Uridine triphosphate,compound
fm_703461,protein
GOT1,protein
GOT2,protein
fm_709397,protein
ST6GALNAC3,protein
ST6GALNAC5,protein
MAP3K2,protein
CMP-N-acetylneuraminate,compound
NFATC1,protein
Diglyceride,compound
fm_729969,protein
MAPK11,protein
MAPK13,protein
fm_709977,protein
NDUFS7,protein
,compound
"(5Z,13E)-(15S)-9alpha,15-Dihydroxy-11-oxoprosta-5,13-dienoate",compound
HSD17B6,protein
KDSR,protein
fm_703170,protein
POLR2H,protein
POLR2L,protein
POLR3D,protein
POLR3A,protein
POLR2D,protein
POLR2C,protein
POLR1B,protein
POLR2E,protein
POLR2J,protein
POLR2J3,protein
POLR2B,protein
POLR2G,protein
POLR1A,protein
ZNRD1,protein
POLR3C,protein
Deoxyadenosine,compound
ACTN1,protein
fm_736182,protein
MAPK13,protein
MAPK11,protein
MAPK12,protein
,protein
FZD10,protein
fm_731747,compound
Guanosine 5&,compound
Inosine 5&,compound
L-Glutamic acid,compound
fm_736495,protein
GNAS,protein
GNAL,protein
GPX2,protein
NFKBIA,protein
CHUK,protein
fm_735236,protein
MAPK13,protein
MAPK11,protein
MAPK12,protein
RET,protein
CDC23,protein
ATF4,protein
fm_726831,protein
FLT4,protein
PDGFRB,protein
FLT1,protein
EGFR,protein
PDGFRA,protein
PLCB2,protein
"(6R)-5,10-Methylenetetrahydrofolate",compound
"3,4-Dihydroxymandelic acid",compound
PPP3CA,protein
fm_736341,protein
MAPK14,protein
MAPK13,protein
MAPK12,protein
CLDN8,protein
UDPglucose,compound
Acetyl-CoA,compound
fm_737720,protein
RAC1,protein
RHOA,protein
fm_714001,protein
,protein
,protein
CX3CL1,protein
PABPN1,protein
,compound
fm_714371,protein
,protein
,protein
fm_721747,protein
PI4K2B,protein
RRM1,protein
CD19,protein
SDHA,protein
ALDH1A3,protein
Xanthosine,compound
"D-myo-Inositol 1,4-bisphosphate",compound
fm_722283,protein
EDNRA,protein
ACOX2,protein
NFAT5,protein
"7,8-Dihydro-7-hydroxy-8-S-glutathionyl-benzo[a]pyrene",compound
NTSR2,protein
CXCL13,protein
GNA12,protein
"5alpha-Androstane-3,17-dione",compound
(4-Aminobutyl) guanidine,compound
AGPAT3,protein
PPP3CB,protein
PLA2G7,protein
RHOA,protein
"N-(3-Aminopropyl)-1,4-butane-diamine",compound
fm_715699,protein
,protein
FGF17,protein
fm_703854,protein
CREBBP,protein
fm_705990,protein
IDH1,protein
IDH2,protein
LIMK1,protein
Glutathione episulfonium ion,compound
fm_714180,protein
,protein
"3,4-Dihydroxyphenylacetic acid",compound
D-Galactose,compound
fm_722585,protein
SMC1A,protein
SMC1B,protein
5-Aminolevulinate,compound
LCP2,protein
ITGA2B,protein
EPHB4,protein
IL24,protein
NFKBIA,protein
UGT1A1,protein
,protein
4-Trimethylammoniobutanal,compound
fm_725707,protein
DLL3,protein
P2RY10,protein
fm_726817,protein
CCND1,protein
CCND3,protein
GLS2,protein
fm_735582,protein
MAP2K1,protein
ST3GAL5,protein
PRKG2,protein
CASP3,protein
CoA-SH,compound
fm_734096,protein
PRSS2,protein
PRSS1,protein
PRSS3,protein
UQCR11,protein
fm_728997,protein
STAT3,protein
STAT6,protein
STAT5B,protein
fm_737868,protein
CDK6,protein
CDK4,protein
LOC653888,protein
Glycocyamine,compound
CHRM2,protein
CACNA1S,protein
fm_714559,protein
TDO2,protein
IDO1,protein
TAS2R40,protein
fm_729440,protein
KIR2DS4,protein
KIR2DS3,protein
KIR2DS1,protein
fm_709806,protein
PCCA,protein
ROCK1,protein
fm_731288,protein
CAMK2B,protein
CAMK2D,protein
LARS2,protein
all-trans-4-Hydroxyretinoic acid,compound
UBE2J2,protein
VARS2,protein
Acetylcholine,compound
MAPK1,protein
cADPR,compound
fm_735420,protein
HDAC1,protein
GEMIN5,protein
DLAT,protein
ORC4,protein
fm_730156,protein
VAV3,protein
VAV1,protein
LIPF,protein
FZD3,protein
ACAT2,protein
Thiomethyladenosine,compound
GRIN2A,protein
CRY1,protein
PARD3,protein
,compound
L-Cysteine,compound
PRKACB,protein
ITGAM,protein
3-Acetoacetyl-CoA,compound
CD47,protein
HLA-DMA,protein
2-(4-Imidazolyl)ethylamine,compound
INS,protein
CD86,protein
RFC5,protein
BDH2,protein
NR4A1,protein
fm_728416,protein
MAPK9,protein
MAPK8,protein
RAB11A,protein
B3GNT2,protein
fm_738399,protein
MAPK1,protein
D-Mannose,compound
RNAn,compound
fm_727745,protein
MRAS,protein
NRAS,protein
RRAS2,protein
1D-myo-Inositol 4-phosphate,compound
PIGA,protein
ATP1A2,protein
PLA2G2C,protein
PDGFRA,protein
FZD5,protein
PRKCD,protein
fm_736259,protein
fm_721570,protein
BRAF,protein
RAF1,protein
DCP1B,protein
NUP205,protein
"D-myo-Inositol 1,4,5-trisphosphate",compound
GRLF1,protein
,compound
B4GALNT1,protein
CAMK2D,protein
CXCR4,protein
CACNB1,protein
Farnesyl diphosphate,compound
S-D-Lactoylglutathione,compound
ACAT1,protein
fm_734379,protein
PGA5,protein
PGA3,protein
"(25S)-3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-oyl-CoA",compound
4-Maleylacetoacetate,compound
HKDC1,protein
4alpha-Methylfecosterol,compound
CYFIP1,protein
ACACA,protein
SMG7,protein
GLG1,protein
BAD,protein
fm_739079,protein
RXRA,protein
RXRB,protein
Codeine-6-glucuronide,compound
L-Seryl-tRNA(Ser),compound
fm_728295,protein
TAP1,protein
NFKBIE,protein
IFNG,protein
fm_702687,protein
POLR2F,protein
POLR2A,protein
POLR2L,protein
POLR3F,protein
POLR2E,protein
POLR2J2,protein
POLR1C,protein
POLR3K,protein
POLR2I,protein
POLR3C,protein
POLR3GL,protein
POLR2C,protein
POLR1A,protein
POLR3A,protein
POLR2G,protein
POLR1E,protein
POLR2J3,protein
CTLA4,protein
fm_720096,protein
IL1B,protein
fm_720045,protein
AKT2,protein
AKT3,protein
AKT1,protein
TGFB2,protein
SUCLG2,protein
RAC2,protein
Monoethylglycinexylidide,compound
SH2D2A,protein
RB1,protein
,protein
Tryparedoxin,compound
fm_740739,protein
ADCY6,protein
ADCY5,protein
ADCY3,protein
FPR1,protein
IL11RA,protein
HSD17B3,protein
CUL1,protein
CNOT7,protein
6-Thioxanthine 5&,compound
MYL2,protein
,protein
CDK2,protein
SUMO2,protein
fm_705753,protein
MARS2,protein
ALDH3A2,protein
Metformin,compound
POLR2H,protein
AFMU,compound
C3,protein
CACNG4,protein
POLE2,protein
VEGFC,protein
SHC2,protein
LHCGR,protein
ADH1A,protein
JAM3,protein
LDHAL6A,protein
PLOD1,protein
CEBPA,protein
TAT,protein
XYLB,protein
fm_727946,protein
MAPK1,protein
ALS2,protein
DGKB,protein
fm_708106,protein
DGKI,protein
DGKZ,protein
DGKB,protein
DGKG,protein
DGKE,protein
TNF,protein
ETS1,protein
ST3GAL1,protein
,protein
IL2,protein
fm_711951,protein
CYP2C8,protein
CYP2C9,protein
CYP2C19,protein
GRB2,protein
ADCY4,protein
Ammonia,compound
EXOSC4,protein
fm_728744,protein
IFNA5,protein
IFNA1,protein
IFNA14,protein
IFNA8,protein
IFNA7,protein
IFNA16,protein
IFNA4,protein
fm_737061,protein
GNAQ,protein
Valproic acid,compound
fm_737044,protein
ARG2,protein
CCL7,protein
CD40LG,protein
CDC42,protein
Cholesterol ester,compound
Acylglycerone phosphate,compound
TNF,protein
fm_734642,compound
Cob(I)yrinate diamide,compound
Se-Adenosylselenomethionine,compound
FGF19,protein
,protein
CLDN10,protein
fm_718494,protein
EIF4G1,protein
EIF4G2,protein
fm_726347,protein
HRAS,protein
MAPK11,protein
PLA2G3,protein
fm_705599,protein
AOC2,protein
AOC3,protein
FGF8,protein
EPS15,protein
CYP7A1,protein
fm_714104,protein
,protein
,protein
,protein
,protein
IL3,protein
fm_721945,protein
LHB,protein
CGA,protein
PCK1,protein
UGT2B4,protein
PRKCA,protein
TYMS,protein
HMGCL,protein
Biliverdin,compound
FIGF,protein
ENPP1,protein
CCR6,protein
fm_738647,protein
AKT3,protein
AKT1,protein
UGT2A1,protein
IL10,protein
TCF7L1,protein
,compound
PGG2,compound
PDHA2,protein
LAMA4,protein
IL17RB,protein
PIK3C3,protein
NRCAM,protein
RELA,protein
GK,protein
"Bromobenzene-2,3-epoxide",compound
(2E)-Tetradecenoyl-CoA,compound
AMPD3,protein
Cytidylic acid,compound
LAT,protein
CHPF2,protein
AMY1A,protein
ITGA6,protein
FZD3,protein
MAPK14,protein
L-Aspartic acid,compound
ITPK1,protein
ACIN1,protein
CAD,protein
HSPA8,protein
ACAT2,protein
CD38,protein
MAPK11,protein
D-Glucuronolactone,compound
,protein
5-Phosphoribosyl-1-amine,compound
PRKAR1B,protein
BIRC3,protein
N-Formyl-L-aspartate,compound
LIF,protein
ENOPH1,protein
ACE,protein
DAG1,protein
RPS6KA3,protein
DHCR7,protein
GART,protein
CPOX,protein
fm_736303,protein
TLR2,protein
TLR4,protein
7alpha-Hydroxycholest-4-en-3-one,compound
Q,compound
fm_701442,protein
CPT1B,protein
CPT1A,protein
ATP6V1B1,protein
(3R)-3-Hydroxydecanoyl-[acyl-carrier protein],compound
CYCS,protein
fm_733906,protein
ITPR1,protein
ITPR3,protein
BET1L,protein
,protein
fm_735700,protein
DNM2,protein
DNM1,protein
Acetyl-CoA,compound
RELA,protein
,compound
MAP2K1,protein
fm_726452,protein
PIK3CD,protein
PIK3R3,protein
PIK3R5,protein
PIK3R1,protein
PIPOX,protein
THBS1,protein
PLA2G5,protein
OPC8-CoA,compound
MAPK10,protein
2&,compound
PLA2G3,protein
fm_712732,protein
,protein
P4HA1,protein
IL9,protein
GADD45G,protein
3-Sulfoalanine,compound
ITGA3,protein
alpha-Hydroxytamoxifen,compound
"2,5-Diaminopyrimidine nucleoside triphosphate",compound
CAMK2G,protein
FOXA3,protein
NCF4,protein
VAV3,protein
NOTCH4,protein
fm_738929,protein
ERBB2,protein
FGFR1,protein
PDGFRA,protein
INSRR,protein
PDGFRB,protein
IGF1R,protein
trans-Dec-2-enoyl-CoA,compound
fm_732388,protein
ARAF,protein
RAF1,protein
,compound
fm_724914,protein
CACNG8,protein
CACNA1D,protein
CACNA2D1,protein
CACNA2D3,protein
CACNG7,protein
CACNB3,protein
CACNG6,protein
CACNG2,protein
CACNA1S,protein
CACNA2D2,protein
CACNA1C,protein
CACNG5,protein
ADRA2A,protein
fm_730206,protein
ASAP3,protein
ASAP1,protein
DPYD,protein
fm_728220,protein
NFYB,protein
HRAS,protein
NTSR1,protein
ROCK1,protein
fm_724837,protein
TNFRSF10D,protein
TNFRSF10C,protein
TNFRSF10B,protein
(S)-3-Hydroxydodecanoyl-CoA,compound
fm_734962,protein
CALM1,protein
CALML5,protein
CALM3,protein
CALML3,protein
RAB3D,protein
N-Acetyl-L-aspartate,compound
LEF1,protein
ASMT,protein
HLA-DRB3,protein
1-alpha-D-Glucopyranosyl-2-beta-D-fructofuranoside,compound
ALG3,protein
fm_725873,protein
INHBC,protein
INHBB,protein
,compound
fm_725384,protein
CTBP2,protein
CTBP1,protein
INPP5J,protein
CLDN19,protein
C4A,protein
STAM2,protein
Glutaryl-CoA,compound
WNT2B,protein
MLYCD,protein
2-Methoxyestrone,compound
PDE6B,protein
STAT1,protein
Sorbitol,compound
L-Arginine,compound
RHOA,protein
ANAPC11,protein
CCR9,protein
CFL2,protein
IFNAR1,protein
TGFB1,protein
SMAD4,protein
SKP2,protein
POLR2K,protein
GNAI2,protein
,compound
"(5S,6E,8Z,11Z,14Z)-5-Hydroperoxyicosa-6,8,11,14-tetraenoate",compound
fm_729281,protein
PPP3R1,protein
PPP3R2,protein
PPP3CA,protein
CHP,protein
fm_711551,protein
WARS,protein
WARS2,protein
fm_704323,protein
ACAT1,protein
TGFA,protein
CACNA1C,protein
fm_740347,protein
,protein
,protein
L-Adrenaline,compound
COX5A,protein
TRIT1,protein
PLA2G2F,protein
fm_727759,protein
GNAI3,protein
(R)-Methylmalonyl-CoA,compound
PIK3CD,protein
fm_723833,protein
fm_718422,protein
EEF1A1,protein
CYP1A1,protein
Orotate,compound
RFC4,protein
Acylglycerone phosphate,compound
fm_729975,protein
MAP2K7,protein
MAP2K4,protein
VCL,protein
Hydroquinone,compound
CYP2A7,protein
PPP2R3A,protein
"3,4-Dihydro-3-hydroxy-4-S-glutathionyl bromobenzene",compound
CFD,protein
TSHR,protein
GNAS,protein
fm_740871,protein
MYH14,protein
MYH11,protein
MYH4,protein
MYH1,protein
MYH13,protein
MYH9,protein
MYH3,protein
MYH8,protein
MYH2,protein
3-Methyladenine,compound
NDUFA13,protein
GIPR,protein
SOS2,protein
fm_707008,protein
,protein
fm_737819,protein
CTBP1,protein
RAB8A,protein
CPS1,protein
KRAS,protein
fm_720583,protein
PDE1B,protein
PDE1C,protein
CTNNB1,protein
HSP90B1,protein
,compound
ACSBG2,protein
5&,compound
,compound
AANAT,protein
PIK3R2,protein
ALG1,protein
fm_715846,protein
BPGM,protein
PGAM1,protein
PGAM4,protein
CASP1,protein
PPT2,protein
fm_719713,protein
RFC3,protein
Bilineurine,compound
TAF4,protein
CYP19A1,protein
fm_727009,protein
COL6A2,protein
COL6A1,protein
COL1A2,protein
COL5A3,protein
COL2A1,protein
COL4A5,protein
COL4A4,protein
COL6A6,protein
COL1A1,protein
COL4A2,protein
COL6A3,protein
COQ7,protein
PAK1,protein
L-Cystathionine,compound
(22R)-22-Hydroxycholesterol,compound
PLA2G1B,protein
ALAS1,protein
fm_723426,protein
GABARAP,protein
GABARAPL1,protein
IGF1R,protein
SMAD3,protein
ERBB2,protein
C4B,protein
TYR,protein
3-Acetoacetyl-CoA,compound
IL3,protein
L-Normetanephrine,compound
HSP90B1,protein
Guanosine 5&,compound
fm_725702,protein
LFNG,protein
MFNG,protein
CCL2,protein
HSPA1A,protein
FGF20,protein
,compound
ADCY3,protein
(2E)-Hexadecenoyl-[acp],compound
HIBCH,protein
SOCS3,protein
1-Methyl-4-pyridone-3-carboximide,compound
TICAM2,protein
PRKACG,protein
POLE3,protein
CALCR,protein
CAMK4,protein
GRIN2B,protein
fm_704547,protein
SOCS5,protein
Glycerol-3-phosphate,compound
fm_734392,compound
Acetoacetic acid,compound
fm_731229,protein
PPP2R1B,protein
AK3,protein
RRM2B,protein
FPGS,protein
fm_739131,protein
BMP2,protein
HBEGF,protein
LSM1,protein
fm_714854,protein
DDC,protein
ST3GAL3,protein
HLA-DOA,protein
ITGB1,protein
fm_733021,protein
NRAS,protein
KRAS,protein
PIK3R2,protein
2-Keto-4-methylthiobutyric acid,compound
GSTA1,protein
SEPHS2,protein
CSDA,protein
fm_735365,protein
UQCRFS1,protein
UQCRC2,protein
UQCRHL,protein
UQCRQ,protein
Aminoacetic acid,compound
3-Acetoacetyl-CoA,compound
CDC42,protein
TGFB2,protein
NPBWR1,protein
MAP2K1,protein
fm_722804,protein
SKP1,protein
CUL1,protein
LAMC1,protein
,complex
CHUK,protein
CTSK,protein
NRG3,protein
fm_727701,protein
CSNK2A1,protein
N-Formylkynurenine,compound
Aminoacetic acid,compound
POLD4,protein
PCNA,protein
fm_732319,protein
CALM2,protein
PHKB,protein
PHKA1,protein
CALM3,protein
CALML5,protein
CALML3,protein
PHKG1,protein
PLD2,protein
Oxosuccinic acid,compound
MPP5,protein
IFNA21,protein
NRAS,protein
,protein
STAM,protein
CD8A,protein
FUT9,protein
Aminoacetic acid,compound
APAF1,protein
fm_730170,protein
ARPC5L,protein
ARPC1B,protein
ARPC3,protein
ARPC2,protein
NO,compound
GLYCTK,protein
FYN,protein
GLA,protein
PLA2G5,protein
fm_738792,protein
HRAS,protein
KRAS,protein
fm_736702,protein
,protein
fm_707798,protein
PIP5K1C,protein
PIP5K1A,protein
EARS2,protein
IL6,protein
MADCAM1,protein
TUBB3,protein
ATP1A4,protein
D-Ribose,compound
COX8A,protein
RELN,protein
TCF7,protein
TYMS,protein
fm_707015,protein
CYB5R2,protein
CYB5R1,protein
CNOT1,protein
fm_735662,protein
ARPC1A,protein
ARPC5,protein
ARPC1B,protein
ARPC2,protein
ARPC4,protein
ARPC3,protein
L-Asparagine,compound
fm_731295,protein
CALML5,protein
CALM2,protein
CALM3,protein
CALM1,protein
RAC2,protein
D-Mannose 6-phosphate,compound
GANC,protein
PRLR,protein
B3GNT1,protein
SOCS1,protein
,compound
RAF1,protein
,compound
fm_731818,protein
GNGT1,protein
GNB1,protein
PAK7,protein
PTGDS,protein
CYP17A1,protein
IL1A,protein
fm_718512,protein
EIF2B3,protein
EIF2B2,protein
ATP1B2,protein
SHC1,protein
S-Adenosylmethioninamine,compound
L-Aspartic acid,compound
HLA-DRB5,protein
ARAF,protein
PRNP,protein
IGSF5,protein
fm_730654,protein
RORB,protein
RORC,protein
Succinyl coenzyme A,compound
CALML3,protein
ELK1,protein
MAPK13,protein
PLA2G4B,protein
fm_700358,protein
ALDOC,protein
SLC27A6,protein
GUCA1A,protein
PPP2CB,protein
,compound
3-Acetoacetyl-CoA,compound
POLR2G,protein
SGPL1,protein
THBS1,protein
RDH10,protein
fm_723400,protein
VAMP2,protein
VAMP3,protein
,compound
fm_721948,protein
FSHB,protein
GNA15,protein
ATP5O,protein
PIK3CA,protein
HGD,protein
RPS6KA2,protein
Nicotinic acid amide,compound
,protein
fm_739696,protein
PIAS3,protein
GBGT1,protein
PABPC5,protein
ELK1,protein
GMPR,protein
GAPDH,protein
SHC1,protein
COL4A2,protein
CSF1R,protein
Uroporphyrinogen III,compound
GLI2,protein
DLST,protein
UGT2B4,protein
Glutaminyl-tRNA(Gln),compound
fm_726129,protein
PLXNA3,protein
PLXNA2,protein
PIK3R3,protein
JAK3,protein
fm_711511,protein
RARS,protein
RARS2,protein
Episterol,compound
,compound
RYR3,protein
PTCH1,protein
Deoxycytidine 5&,compound
KLRD1,protein
fm_711546,protein
TARSL2,protein
TARS2,protein
,protein
beta-Naphthol,compound
GNA12,protein
fm_708789,protein
NEU4,protein
NEU1,protein
(2E)-Dodec-2-enoyl-CoA,compound
TGFB2,protein
MAPK7,protein
PIK3CA,protein
HLA-DQA1,protein
fm_707620,protein
DGAT1,protein
DGAT2,protein
Cholest-5-en-3beta-ol,compound
SOD1,protein
TGFB2,protein
GPT,protein
HK2,protein
PPP3R2,protein
PLCD4,protein
(2E)-Octenoyl-CoA,compound
2-Oxoisocaproate,compound
FOS,protein
TBXA2R,protein
"2,5-Dihydroxyphenylacetic acid",compound
B3GALNT1,protein
all-trans-Geranylgeranyl pyrophosphate,compound
ELK1,protein
fm_705685,protein
GAD2,protein
GAD1,protein
KIT,protein
