target_id,ensg
TRPC6P8,ENSG00000236503
ZP3P2,ENSG00000226066
ENSG00000234352,ENSG00000234352
PSMC1P3,ENSG00000231244
CHRM2,ENSG00000181072
MIR490,ENSG00000207597
KRT8P51,ENSG00000223657
ENSG00000224469,ENSG00000224469
PTN,ENSG00000105894
ENSG00000231114,ENSG00000231114
ENSG00000228031,ENSG00000228031
DGKI,ENSG00000157680
ENSG00000279483,ENSG00000279483
RPL6P19,ENSG00000230383
ENSG00000289438,ENSG00000289438
CREB3L2,ENSG00000182158
CREB3L2-AS1,ENSG00000237243
AKR1D1,ENSG00000122787
ENSG00000234639,ENSG00000234639
ENSG00000231923,ENSG00000231923
ENSG00000231931,ENSG00000231931
RN7SKP223,ENSG00000222514
RCC2P3,ENSG00000233951
MIR4468,ENSG00000284028
ENSG00000225559,ENSG00000225559
ENSG00000201465,ENSG00000201465
ENSG00000213238,ENSG00000213238
PTMAP10,ENSG00000213237
IMPDH1P3,ENSG00000214815
TRIM24,ENSG00000122779
RPS3AP28,ENSG00000234995
SVOPL,ENSG00000157703
ENSG00000252188,ENSG00000252188
ENSG00000234658,ENSG00000234658
ENSG00000243099,ENSG00000243099
UQCRFS1P2,ENSG00000223721
ATP6V0A4,ENSG00000105929
TMEM213,ENSG00000214128
KIAA1549,ENSG00000122778
RNU6-1272P,ENSG00000199646
ZC3HAV1L,ENSG00000146858
ZC3HAV1,ENSG00000105939
ENSG00000229677,ENSG00000229677
TTC26,ENSG00000105948
ENSG00000239254,ENSG00000239254
ENSG00000271537,ENSG00000271537
ENSG00000228360,ENSG00000228360
MZT1P2,ENSG00000271404
UBN2,ENSG00000157741
RNU6-206P,ENSG00000206843
FMC1,ENSG00000164898
LUC7L2,ENSG00000146963
FMC1-LUC7L2,ENSG00000269955
ENSG00000273391,ENSG00000273391
RNU6-911P,ENSG00000252332
KLRG2,ENSG00000188883
ENSG00000253183,ENSG00000253183
CLEC2L,ENSG00000236279
ERHP1,ENSG00000254270
HIPK2,ENSG00000064393
TBXAS1,ENSG00000059377
PARP12,ENSG00000059378
KDM7A,ENSG00000006459
KDM7A-DT,ENSG00000260231
RNU6-797P,ENSG00000199971
RNU1-58P,ENSG00000199283
ENSG00000270512,ENSG00000270512
PPP1R2P6,ENSG00000241661
SLC37A3,ENSG00000157800
RNA5SP247,ENSG00000223113
RNA5SP248,ENSG00000202472
RAB19,ENSG00000146955
ENSG00000103200,ENSG00000103200
MKRN1,ENSG00000133606
DENND2A,ENSG00000146966
ENSG00000285904,ENSG00000285904
RN7SL771P,ENSG00000240173
ADCK2,ENSG00000133597
NDUFB2,ENSG00000090266
NDUFB2-AS1,ENSG00000240889
BRAF,ENSG00000157764
ENSG00000289788,ENSG00000289788
RNU6-85P,ENSG00000271932
ENSG00000271611,ENSG00000271611
CCT4P1,ENSG00000242703
MRPS33,ENSG00000090263
RNU4-74P,ENSG00000223212
TMEM178B,ENSG00000261115
ENSG00000261778,ENSG00000261778
NDUFB10P2,ENSG00000261624
ENSG00000285841,ENSG00000285841
ENSG00000204990,ENSG00000204990
ENSG00000261629,ENSG00000261629
AGK-DT,ENSG00000261570
ENSG00000261797,ENSG00000261797
AGK,ENSG00000006530
ENSG00000244701,ENSG00000244701
DENND11,ENSG00000257093
ENSG00000270157,ENSG00000270157
WEE2-AS1,ENSG00000228775
WEE2,ENSG00000214102
RNU1-82P,ENSG00000212153
SSBP1,ENSG00000106028
TAS2R3,ENSG00000127362
TAS2R4,ENSG00000127364
TAS2R6P,ENSG00000270923
TAS2R5,ENSG00000127366
MTCO1P55,ENSG00000241926
MTND2P5,ENSG00000224354
MTND1P3,ENSG00000239648
MYL6P4,ENSG00000240677
PRSS37,ENSG00000165076
OR9A3P,ENSG00000240031
OR9A1P,ENSG00000237621
MGAM,ENSG00000257335
OR9N1P,ENSG00000244292
OR9A4,ENSG00000258083
CLEC5A,ENSG00000258227
TAS2R38,ENSG00000257138
MGAM2,ENSG00000257743
MOXD2P,ENSG00000240268
PRSS58,ENSG00000258223
PRSS59P,ENSG00000186163
ENSG00000241881,ENSG00000241881
PRSS3P3,ENSG00000277083
TRBV1,ENSG00000242736
TRBV2,ENSG00000226660
TRBV3-1,ENSG00000237702
TRBV4-1,ENSG00000211710
TRBV5-1,ENSG00000211734
TRBV6-1,ENSG00000211706
TRBV7-1,ENSG00000211707
TRBV4-2,ENSG00000211745
TRBV6-2,ENSG00000283063
TRBV7-2,ENSG00000282939
TRBV8-1,ENSG00000243889
TRBV5-2,ENSG00000242771
TRBV6-4,ENSG00000211713
TRBV7-3,ENSG00000211714
TRBV8-2,ENSG00000239944
TRBV5-3,ENSG00000211715
TRBV9,ENSG00000211716
TRBV10-1,ENSG00000211717
TRBV11-1,ENSG00000211720
TRBV12-1,ENSG00000244661
TRBV10-2,ENSG00000229769
TRBV11-2,ENSG00000241657
TRBV12-2,ENSG00000211739
TRBV6-5,ENSG00000211721
TRBV7-4,ENSG00000253409
TRBV5-4,ENSG00000230099
TRBV6-6,ENSG00000211724
TRBV7-5,ENSG00000227550
TRBV5-5,ENSG00000211725
TRBV6-7,ENSG00000253188
TRBV7-6,ENSG00000211727
TRBV5-6,ENSG00000211728
TRBV6-8,ENSG00000253534
TRBV7-7,ENSG00000253291
TRBV5-7,ENSG00000211731
TRBV7-9,ENSG00000278030
TRBV13,ENSG00000276405
TRBV10-3,ENSG00000275791
TRBV11-3,ENSG00000276597
TRBV12-3,ENSG00000274752
TRBV12-4,ENSG00000276953
TRBV12-5,ENSG00000275158
TRBV14,ENSG00000275743
TRBV15,ENSG00000276819
TRBV16,ENSG00000275243
TRBV17,ENSG00000277880
TRBV18,ENSG00000276557
TRBV19,ENSG00000211746
TRBV20-1,ENSG00000211747
TRBV21-1,ENSG00000251578
TRBV22-1,ENSG00000240578
TRBV23-1,ENSG00000211749
TRBV24-1,ENSG00000211750
TRBV25-1,ENSG00000282499
TRBVA,ENSG00000239992
TRBV26,ENSG00000249912
TRBVB,ENSG00000241911
TRBV27,ENSG00000211752
ENSG00000288882,ENSG00000288882
TRBV28,ENSG00000211753
PGBD4P1,ENSG00000244273
ENSG00000286831,ENSG00000286831
TRBV29-1,ENSG00000232869
PRSS1,ENSG00000204983
PRSS2,ENSG00000275896
PRSS3P1,ENSG00000250591
WBP1LP1,ENSG00000243661
TRBD1,ENSG00000282431
TRBJ1-1,ENSG00000282320
TRBJ1-2,ENSG00000282420
TRBJ1-3,ENSG00000282133
TRBJ1-4,ENSG00000281958
TRBJ1-5,ENSG00000282173
TRBJ1-6,ENSG00000282780
TRBC1,ENSG00000211751
ENSG00000289416,ENSG00000289416
TRBJ2-1,ENSG00000211764
TRBJ2-2,ENSG00000211765
TRBJ2-2P,ENSG00000211766
TRBJ2-3,ENSG00000211767
TRBJ2-4,ENSG00000211768
TRBJ2-5,ENSG00000211769
TRBJ2-6,ENSG00000211770
TRBJ2-7,ENSG00000211771
ENSG00000290099,ENSG00000290099
TRBC2,ENSG00000211772
TRBV30,ENSG00000237254
ENSG00000289938,ENSG00000289938
EPHB6,ENSG00000106123
TRPV6,ENSG00000165125
ENSG00000224970,ENSG00000224970
ENSG00000286569,ENSG00000286569
TRPV5,ENSG00000127412
LLCFC1,ENSG00000165131
KEL,ENSG00000197993
OR9A2,ENSG00000179468
OR9P1P,ENSG00000239293
OR6V1,ENSG00000225781
OR6W1P,ENSG00000179420
PIP,ENSG00000159763
TAS2R39,ENSG00000236398
ENSG00000268170,ENSG00000268170
TAS2R40,ENSG00000221937
ENSG00000279223,ENSG00000279223
GSTK1,ENSG00000197448
TMEM139-AS1,ENSG00000231840
TMEM139,ENSG00000178826
CASP2,ENSG00000106144
RN7SL535P,ENSG00000239419
RN7SL481P,ENSG00000240322
HINT1P1,ENSG00000231531
CLCN1,ENSG00000188037
FAM131B,ENSG00000159784
FAM131B-AS1,ENSG00000272619
FAM131B-AS2,ENSG00000232533
ZYX,ENSG00000159840
MIR6892,ENSG00000278449
EPHA1,ENSG00000146904
EPHA1-AS1,ENSG00000229153
TAS2R62P,ENSG00000234066
TAS2R60,ENSG00000185899
TAS2R41,ENSG00000221855
OR2R1P,ENSG00000236853
OR10AC1,ENSG00000176510
ENSG00000229977,ENSG00000229977
PAICSP5,ENSG00000229877
CTAGE15,ENSG00000271079
RNU6-162P,ENSG00000252037
ENSG00000230556,ENSG00000230556
TCAF1P1,ENSG00000223459
ENSG00000283537,ENSG00000283537
TCAF2,ENSG00000170379
TCAF2C,ENSG00000283528
ENSG00000253882,ENSG00000253882
RNU6-267P,ENSG00000252523
CTAGE6,ENSG00000271321
PAICSP6,ENSG00000241136
ENSG00000232145,ENSG00000232145
TCAF2P1,ENSG00000159860
TCAF1,ENSG00000198420
OR2F2,ENSG00000221910
OR2F1,ENSG00000213215
CAPZA1P5,ENSG00000270729
OR2Q1P,ENSG00000273377
SLC16A1P1,ENSG00000242280
OR6B1,ENSG00000221813
OR2A5,ENSG00000221836
OR2A25,ENSG00000221933
OR2A41P,ENSG00000239967
OR2A12,ENSG00000221858
OR2A2,ENSG00000221989
OR2A15P,ENSG00000239981
OR2A14,ENSG00000221938
OR2A13P,ENSG00000273234
OR2A3P,ENSG00000183122
OR2AO1P,ENSG00000240621
CTAGE4,ENSG00000288784
ARHGEF35,ENSG00000213214
ARHGEF35-AS1,ENSG00000244198
OR2A42,ENSG00000212807
OR2A20P,ENSG00000170356
ENSG00000284644,ENSG00000284644
OR2A7,ENSG00000243896
CTAGE8,ENSG00000289604
ARHGEF34P,ENSG00000204959
OR2A9P,ENSG00000228960
OR2A1-AS1,ENSG00000244479
OR2A1,ENSG00000221970
ARHGEF5,ENSG00000050327
NOBOX,ENSG00000106410
PPIAP83,ENSG00000242978
RNU6ATAC40P,ENSG00000221507
TPK1,ENSG00000196511
EEF1A1P10,ENSG00000243746
RN7SKP174,ENSG00000200673
EI24P4,ENSG00000236343
ENSG00000214035,ENSG00000214035
RPL7P59,ENSG00000225918
ENSG00000226592,ENSG00000226592
DPY19L4P2,ENSG00000231839
ENSG00000230746,ENSG00000230746
ENSG00000280144,ENSG00000280144
CNTNAP2,ENSG00000174469
ENSG00000274127,ENSG00000274127
CNTNAP2-AS1,ENSG00000236795
DUTP3,ENSG00000226857
RANP2,ENSG00000232391
MIR548F4,ENSG00000221442
ENSG00000230190,ENSG00000230190
ENSG00000270634,ENSG00000270634
RNU6-1184P,ENSG00000207318
RNA5SP249,ENSG00000251936
RN7SL456P,ENSG00000242266
RN7SL72P,ENSG00000243374
ENSG00000274133,ENSG00000274133
ENSG00000283504,ENSG00000283504
ENSG00000283648,ENSG00000283648
RPL32P17,ENSG00000213210
ENSG00000287636,ENSG00000287636
C7orf33,ENSG00000170279
ENSG00000213209,ENSG00000213209
ENSG00000270200,ENSG00000270200
ENSG00000273314,ENSG00000273314
CUL1,ENSG00000055130
EZH2,ENSG00000106462
RNU7-20P,ENSG00000251712
RN7SL569P,ENSG00000239468
ENSG00000286180,ENSG00000286180
ENSG00000286171,ENSG00000286171
RNY4,ENSG00000252316
RNY3,ENSG00000202354
RNY1,ENSG00000201098
GHET1,ENSG00000281189
PDIA4,ENSG00000155660
RNU6-650P,ENSG00000202528
COX6B1P1,ENSG00000234565
ZNF786,ENSG00000197362
ZNF425,ENSG00000204947
RN7SL521P,ENSG00000240877
ZNF398,ENSG00000197024
ENSG00000239719,ENSG00000239719
ZNF282,ENSG00000170265
ZNF212,ENSG00000170260
ZNF783,ENSG00000204946
ENSG00000271664,ENSG00000271664
ENSG00000244560,ENSG00000244560
ENSG00000231397,ENSG00000231397
NPM1P12,ENSG00000215311
ENSG00000228151,ENSG00000228151
ENSG00000261842,ENSG00000261842
ZNF777,ENSG00000196453
ZNF746,ENSG00000181220
ENSG00000288997,ENSG00000288997
ZNF767P,ENSG00000133624
KRBA1,ENSG00000133619
ZNF467,ENSG00000181444
SSPOP,ENSG00000197558
ZNF862,ENSG00000106479
ENSG00000280149,ENSG00000280149
ENSG00000273419,ENSG00000273419
ATP6V0E2-AS1,ENSG00000204934
ATP6V0E2,ENSG00000171130
ENSG00000273293,ENSG00000273293
ENSG00000279536,ENSG00000279536
ENSG00000273011,ENSG00000273011
ENSG00000224016,ENSG00000224016
ENSG00000260555,ENSG00000260555
ENSG00000241449,ENSG00000241449
ENSG00000276538,ENSG00000276538
ENSG00000286912,ENSG00000286912
ACTR3C,ENSG00000106526
ZBED10P,ENSG00000188707
LRRC61,ENSG00000127399
ENSG00000261305,ENSG00000261305
RARRES2,ENSG00000106538
REPIN1-AS1,ENSG00000240449
REPIN1,ENSG00000214022
ZNF775,ENSG00000196456
ENSG00000284048,ENSG00000284048
ZNF775-AS1,ENSG00000239377
ENSG00000284691,ENSG00000284691
LINC00996,ENSG00000242258
GIMAP8,ENSG00000171115
ENSG00000271582,ENSG00000271582
STRADBP1,ENSG00000213205
GIMAP7,ENSG00000179144
ALDH7A1P3,ENSG00000243853
GIMAP4,ENSG00000133574
ENSG00000271568,ENSG00000271568
TRPC6P3,ENSG00000232361
GIMAP6,ENSG00000133561
ENSG00000270990,ENSG00000270990
GIMAP2,ENSG00000106560
GIMAP1,ENSG00000213203
GIMAP1-GIMAP5,ENSG00000281887
GIMAP5,ENSG00000196329
GIMAP3P,ENSG00000177590
BET1P1,ENSG00000241134
ENSG00000289470,ENSG00000289470
TMEM176B,ENSG00000106565
TMEM176A,ENSG00000002933
AOC1,ENSG00000002726
ENSG00000289052,ENSG00000289052
KCNH2,ENSG00000055118
NOS3,ENSG00000164867
ATG9B,ENSG00000181652
ABCB8,ENSG00000197150
ENSG00000243433,ENSG00000243433
ASIC3,ENSG00000213199
CDK5,ENSG00000164885
SLC4A2,ENSG00000164889
ENSG00000288608,ENSG00000288608
ENSG00000244151,ENSG00000244151
FASTK,ENSG00000164896
TMUB1,ENSG00000164897
AGAP3,ENSG00000133612
GBX1,ENSG00000164900
ASB10,ENSG00000146926
IQCA1L,ENSG00000278685
H2BK1,ENSG00000285480
ABCF2-H2BK1,ENSG00000285292
ABCF2,ENSG00000033050
CHPF2,ENSG00000033100
MIR671,ENSG00000284191
SMARCD3,ENSG00000082014
ENSG00000272661,ENSG00000272661
ENSG00000243018,ENSG00000243018
NUB1,ENSG00000013374
WDR86,ENSG00000187260
WDR86-AS1,ENSG00000243836
ENSG00000241456,ENSG00000241456
CRYGN,ENSG00000127377
MIR3907,ENSG00000265810
RN7SL76P,ENSG00000241959
RHEB,ENSG00000106615
ETF1P2,ENSG00000240132
PRKAG2,ENSG00000106617
ENSG00000290095,ENSG00000290095
PRKAG2-AS2,ENSG00000242048
PRKAG2-AS1,ENSG00000239911
RNU6-604P,ENSG00000212219
ENSG00000227562,ENSG00000227562
GALNTL5,ENSG00000106648
GALNT11,ENSG00000178234
ENSG00000229591,ENSG00000229591
YBX1P4,ENSG00000213188
KMT2C,ENSG00000055609
ENSG00000270405,ENSG00000270405
ENSG00000204894,ENSG00000204894
SEPTIN7P6,ENSG00000241007
FABP5P3,ENSG00000241735
CCT8L1P,ENSG00000020219
LINC01003,ENSG00000261455
ENSG00000231139,ENSG00000231139
ENSG00000225416,ENSG00000225416
ENSG00000212590,ENSG00000212590
XRCC2,ENSG00000196584
ENSG00000289146,ENSG00000289146
ATP5PBP3,ENSG00000214003
RN7SL845P,ENSG00000244328
ACTR3B,ENSG00000133627
ENSG00000286565,ENSG00000286565
ENSG00000224104,ENSG00000224104
LINC01287,ENSG00000234722
ENSG00000285524,ENSG00000285524
PAXBP1P1,ENSG00000233489
ENSG00000287744,ENSG00000287744
DPP6,ENSG00000130226
ENSG00000226509,ENSG00000226509
ENSG00000270114,ENSG00000270114
ENSG00000203335,ENSG00000203335
ENSG00000233363,ENSG00000233363
ENSG00000286461,ENSG00000286461
ENSG00000236408,ENSG00000236408
PAXIP1-AS2,ENSG00000214106
PAXIP1,ENSG00000157212
ENSG00000272760,ENSG00000272760
ENSG00000273183,ENSG00000273183
PAXIP1-DT,ENSG00000273344
HTR5A-AS1,ENSG00000220575
HTR5A,ENSG00000157219
ENSG00000283339,ENSG00000283339
ENSG00000274637,ENSG00000274637
ENSG00000228806,ENSG00000228806
RN7SKP280,ENSG00000201066
ENSG00000217825,ENSG00000217825
ENSG00000287865,ENSG00000287865
ENSG00000228521,ENSG00000228521
ENSG00000278998,ENSG00000278998
ENSG00000290007,ENSG00000290007
ENSG00000289248,ENSG00000289248
ENSG00000225612,ENSG00000225612
INSIG1-DT,ENSG00000273117
INSIG1,ENSG00000186480
BLACE,ENSG00000204960
LINC03010,ENSG00000218672
ENSG00000260426,ENSG00000260426
ENSG00000288051,ENSG00000288051
EN2-DT,ENSG00000236544
EN2,ENSG00000164778
CNPY1,ENSG00000146910
ENSG00000283128,ENSG00000283128
ENSG00000227365,ENSG00000227365
ENSG00000287610,ENSG00000287610
RBM33-DT,ENSG00000216895
RBM33,ENSG00000184863
SHH,ENSG00000164690
ENSG00000204876,ENSG00000204876
ENSG00000289588,ENSG00000289588
ENSG00000270584,ENSG00000270584
RNF32-DT,ENSG00000182648
LINC00244,ENSG00000279418
ENSG00000234450,ENSG00000234450
RNF32,ENSG00000105982
RNF32-AS1,ENSG00000224903
LMBR1,ENSG00000105983
RNU4-31P,ENSG00000206938
ENSG00000230033,ENSG00000230033
NOM1,ENSG00000146909
MNX1,ENSG00000130675
MNX1-AS2,ENSG00000235029
MNX1-AS1,ENSG00000243479
ENSG00000236102,ENSG00000236102
ENSG00000229365,ENSG00000229365
ENSG00000269446,ENSG00000269446
UBE3C,ENSG00000009335
RPS27AP12,ENSG00000225224
ENSG00000236018,ENSG00000236018
ENSG00000224629,ENSG00000224629
ENSG00000229660,ENSG00000229660
DNAJB6,ENSG00000105993
ENSG00000234210,ENSG00000234210
ENSG00000223872,ENSG00000223872
ENSG00000233191,ENSG00000233191
ENSG00000280266,ENSG00000280266
PTPRN2,ENSG00000155093
MIR153-2,ENSG00000207960
ENSG00000222012,ENSG00000222012
ENSG00000231515,ENSG00000231515
PTPRN2-AS1,ENSG00000233038
ENSG00000272839,ENSG00000272839
ENSG00000285821,ENSG00000285821
ENSG00000231980,ENSG00000231980
ENSG00000289418,ENSG00000289418
MIR595,ENSG00000207637
ENSG00000225365,ENSG00000225365
LINC01022,ENSG00000232715
MIR5707,ENSG00000265598
THAP5P1,ENSG00000224324
NCAPG2,ENSG00000146918
ENSG00000228030,ENSG00000228030
ESYT2,ENSG00000117868
DYNC2I1,ENSG00000126870
ENSG00000286407,ENSG00000286407
LINC00689,ENSG00000231419
VIPR2,ENSG00000106018
ENSG00000287184,ENSG00000287184
PIP5K1P2,ENSG00000229435
ENSG00000253620,ENSG00000253620
ENSG00000253896,ENSG00000253896
ENSG00000254193,ENSG00000254193
WBP1LP3,ENSG00000253612
OR4F21,ENSG00000176269
SEPTIN14P8,ENSG00000255464
ENSG00000253166,ENSG00000253166
RPL23AP53,ENSG00000223508
ZNF596,ENSG00000172748
ENSG00000272812,ENSG00000272812
ENSG00000272240,ENSG00000272240
ENSG00000273402,ENSG00000273402
ENSG00000254104,ENSG00000254104
ENSG00000288985,ENSG00000288985
ENSG00000249868,ENSG00000249868
FAM87A,ENSG00000182366
FBXO25,ENSG00000147364
ENSG00000272293,ENSG00000272293
ENSG00000279852,ENSG00000279852
TDRP,ENSG00000180190
ERICH1,ENSG00000104714
ENSG00000254207,ENSG00000254207
DLGAP2,ENSG00000198010
ENSG00000282375,ENSG00000282375
ENSG00000282759,ENSG00000282759
ENSG00000282692,ENSG00000282692
ENSG00000254160,ENSG00000254160
ENSG00000275427,ENSG00000275427
ENSG00000260721,ENSG00000260721
ENSG00000282160,ENSG00000282160
ENSG00000281961,ENSG00000281961
DLGAP2-AS1,ENSG00000253267
ENSG00000283576,ENSG00000283576
ENSG00000254265,ENSG00000254265
CLN8,ENSG00000182372
ENSG00000282021,ENSG00000282021
CLN8-AS1,ENSG00000253982
KBTBD11-OT1,ENSG00000283239
MIR3674,ENSG00000283858
ENSG00000287464,ENSG00000287464
MIR596,ENSG00000207826
ARHGEF10,ENSG00000104728
ENSG00000285957,ENSG00000285957
KBTBD11-AS1,ENSG00000253764
KBTBD11,ENSG00000176595
ENSG00000270988,ENSG00000270988
ENSG00000289473,ENSG00000289473
ENSG00000253805,ENSG00000253805
MYOM2,ENSG00000036448
MIR7160,ENSG00000273593
ENSG00000287970,ENSG00000287970
ENSG00000289036,ENSG00000289036
ENSG00000288782,ENSG00000288782
ENSG00000253444,ENSG00000253444
ENSG00000282686,ENSG00000282686
ENSG00000282142,ENSG00000282142
ENSG00000253855,ENSG00000253855
LINC03021,ENSG00000277526
ENSG00000253853,ENSG00000253853
ENSG00000287740,ENSG00000287740
ENSG00000288580,ENSG00000288580
CSMD1,ENSG00000183117
ENSG00000253162,ENSG00000253162
ENSG00000285861,ENSG00000285861
RNA5SP251,ENSG00000222546
ENSG00000286934,ENSG00000286934
ENSG00000288110,ENSG00000288110
ENSG00000285977,ENSG00000285977
PAICSP4,ENSG00000254244
ENSG00000253262,ENSG00000253262
ENSG00000273876,ENSG00000273876
RN7SL318P,ENSG00000242079
ENSG00000278256,ENSG00000278256
ENSG00000271248,ENSG00000271248
RPL23AP54,ENSG00000240486
ENSG00000253510,ENSG00000253510
ENSG00000254007,ENSG00000254007
ENSG00000275461,ENSG00000275461
ENSG00000253571,ENSG00000253571
ENSG00000286969,ENSG00000286969
RN7SKP159,ENSG00000222589
ENSG00000253189,ENSG00000253189
ENSG00000253880,ENSG00000253880
MCPH1-DT,ENSG00000246089
MCPH1,ENSG00000147316
ENSG00000253550,ENSG00000253550
ANGPT2,ENSG00000091879
ENSG00000288076,ENSG00000288076
ENSG00000271743,ENSG00000271743
MCPH1-AS1,ENSG00000249898
MIR8055,ENSG00000276580
AGPAT5,ENSG00000155189
MIR4659A,ENSG00000266038
MIR4659B,ENSG00000283386
ENSG00000287747,ENSG00000287747
XKR5,ENSG00000275591
GS1-24F4.2,ENSG00000245857
DEFB1,ENSG00000164825
RPL23AP96,ENSG00000250752
DEFA6,ENSG00000164822
ENSG00000254625,ENSG00000254625
DEFA4,ENSG00000164821
DEFA8P,ENSG00000223629
DEFA9P,ENSG00000233238
DEFA10P,ENSG00000233531
DEFA1,ENSG00000206047
DEFT1P,ENSG00000215378
DEFA1B,ENSG00000240247
DEFT1P2,ENSG00000232039
DEFA3,ENSG00000239839
DEFA11P,ENSG00000234178
DEFA7P,ENSG00000206042
DEFA5,ENSG00000164816
ENSG00000255273,ENSG00000255273
ENSG00000284620,ENSG00000284620
ENSG00000234120,ENSG00000234120
RPS3AP30,ENSG00000228744
SNRPCP6,ENSG00000254683
SNRPCP15,ENSG00000230106
RPS3AP33,ENSG00000214268
ENSG00000231930,ENSG00000231930
ENSG00000284614,ENSG00000284614
ENSG00000284728,ENSG00000284728
ENSG00000255025,ENSG00000255025
OR7E125P,ENSG00000177306
FAM90A15P,ENSG00000230045
FAM90A3P,ENSG00000233132
FAM90A4P,ENSG00000249005
FAM90A13P,ENSG00000223885
FAM90A5P,ENSG00000215373
FAM90A20P,ENSG00000233295
FAM66B,ENSG00000215374
DEFB109B,ENSG00000206034
USP17L1,ENSG00000230549
USP17L4,ENSG00000236125
ENSG00000235778,ENSG00000235778
ZNF705G,ENSG00000215372
DEFB108C,ENSG00000215371
DEFB4B,ENSG00000177257
HSPD1P3,ENSG00000255128
DEFB103B,ENSG00000177243
SPAG11B,ENSG00000164871
DEFB104B,ENSG00000177023
DEFB106B,ENSG00000187082
DEFB105B,ENSG00000186599
DEFB107B,ENSG00000198129
ENSG00000285659,ENSG00000285659
PRR23D1,ENSG00000255251
ENSG00000285927,ENSG00000285927
FAM90A6P,ENSG00000248944
FAM90A7,ENSG00000285975
FAM90A21P,ENSG00000234749
FAM90A22,ENSG00000285687
FAM90A23,ENSG00000285765
OR7E157P,ENSG00000233176
ENSG00000254796,ENSG00000254796
ENSG00000284617,ENSG00000284617
ENSG00000284655,ENSG00000284655
ENSG00000284698,ENSG00000284698
ENSG00000254889,ENSG00000254889
OR7E154P,ENSG00000254715
FAM90A14,ENSG00000285814
FAM90A18,ENSG00000285913
FAM90A16,ENSG00000285620
FAM90A8,ENSG00000285937
FAM90A17,ENSG00000285720
FAM90A19,ENSG00000285657
FAM90A9,ENSG00000285607
FAM90A10,ENSG00000285950
ENSG00000285862,ENSG00000285862
PRR23D2,ENSG00000255378
PRR23D3P,ENSG00000254776
DEFB107A,ENSG00000186572
DEFB105A,ENSG00000186562
DEFB106A,ENSG00000186579
DEFB104A,ENSG00000176782
SPAG11A,ENSG00000178287
DEFB103A,ENSG00000176797
HSPD1P2,ENSG00000254543
DEFB4A,ENSG00000171711
ZNF705B,ENSG00000215356
DEFB108A,ENSG00000229907
FAM66E,ENSG00000225725
ENSG00000255211,ENSG00000255211
USP17L8,ENSG00000237038
USP17L3,ENSG00000225327
DEFB109C,ENSG00000205989
FAM90A11P,ENSG00000233115
FAM90A24P,ENSG00000215354
FAM90A12P,ENSG00000254229
OR7E96P,ENSG00000227013
ENSG00000253881,ENSG00000253881
ENSG00000284603,ENSG00000284603
ENSG00000284606,ENSG00000284606
ENSG00000284661,ENSG00000284661
ENSG00000255459,ENSG00000255459
MIR548I3,ENSG00000221305
RPS3AP31,ENSG00000244427
SNRPCP17,ENSG00000254311
ENPP7P1,ENSG00000249188
FAM85B,ENSG00000253893
ENSG00000268955,ENSG00000268955
FAM86B3P,ENSG00000173295
ALG1L13P,ENSG00000253981
PRAG1,ENSG00000275342
LINC02949,ENSG00000253505
LINC02950,ENSG00000254153
ENSG00000253343,ENSG00000253343
ENSG00000253774,ENSG00000253774
ENSG00000253130,ENSG00000253130
RN7SL178P,ENSG00000263616
ENSG00000289622,ENSG00000289622
ENSG00000286910,ENSG00000286910
CLDN23,ENSG00000253958
ENSG00000284717,ENSG00000284717
ENSG00000254367,ENSG00000254367
MFHAS1,ENSG00000147324
RNU6-682P,ENSG00000200713
ENSG00000270966,ENSG00000270966
RPL10P19,ENSG00000233609
ERI1,ENSG00000104626
MIR4660,ENSG00000263407
RNU7-55P,ENSG00000239078
PPP1R3B,ENSG00000173281
ENSG00000254340,ENSG00000254340
PPP1R3B-DT,ENSG00000248538
ENSG00000279949,ENSG00000279949
ENSG00000253252,ENSG00000253252
ENSG00000254091,ENSG00000254091
ENSG00000253887,ENSG00000253887
RNU6-1151P,ENSG00000207415
ENSG00000253735,ENSG00000253735
ENSG00000254237,ENSG00000254237
RNU6-526P,ENSG00000201815
ENSG00000249050,ENSG00000249050
ENSG00000272267,ENSG00000272267
TNKS,ENSG00000173273
ENSG00000253697,ENSG00000253697
MIR597,ENSG00000207701
MIR124-1HG,ENSG00000253230
MIR124-1,ENSG00000284321
ENSG00000286622,ENSG00000286622
MSRA-DT,ENSG00000260093
MSRA,ENSG00000175806
ENSG00000285675,ENSG00000285675
ENSG00000285606,ENSG00000285606
ENSG00000249848,ENSG00000249848
ENSG00000261451,ENSG00000261451
LINC03022,ENSG00000253641
PRSS52P,ENSG00000285237
RNU6-729P,ENSG00000207128
ENSG00000253678,ENSG00000253678
PRSS51,ENSG00000253649
ENSG00000272505,ENSG00000272505
PRSS55,ENSG00000184647
RP1L1,ENSG00000183638
MIR4286,ENSG00000263762
C8orf74,ENSG00000171060
RNA5SP252,ENSG00000212433
SOX7,ENSG00000171056
PINX1,ENSG00000258724
ENSG00000248896,ENSG00000248896
MIR1322,ENSG00000283210
PINX1-DT,ENSG00000253695
ENSG00000280294,ENSG00000280294
XKR6,ENSG00000171044
MIR598,ENSG00000207600
ENSG00000254839,ENSG00000254839
ENSG00000269918,ENSG00000269918
ENSG00000255310,ENSG00000255310
ENSG00000254936,ENSG00000254936
ENSG00000254556,ENSG00000254556
